"3 ", rss_formula_rss_supreme, no,"0", "01:36.2190", "26.7610", "41.8370", "27.6210",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:35.4440", "26.5410", "41.4720", "27.4310",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:35.6360", "26.5260", "41.5610", "27.5490",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "03:26.1160", "136.6000", "42.3140", "27.2020",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:35.3610", "26.6590", "41.4850", "27.2170",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:35.3190", "26.5220", "41.5180", "27.2790",  "F:S - R:S",     "0 ",  
Average,,,"02:01.1569", "51.5295", "41.9440", "27.6834"
Best possible,,, "01:35.1960", "26.5220", "41.4720", "27.2020"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"66rosso66"
"1 ", rss_formula_rss_supreme, no,"0", "01:53.9800", "40.8500", "44.4470", "28.6830",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:37.1020", "26.8790", "42.1030", "28.1200",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:36.0530", "26.5650", "41.9130", "27.5750",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "02:36.3190", "85.0610", "42.4800", "28.7780",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:35.9550", "26.6090", "41.6250", "27.7210",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "02:39.6510", "86.5210", "43.9510", "29.1790",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:40.7820", "27.4410", "44.9910", "28.3500",  "F:S - R:S",     "0 ",  
Average,,,"01:57.1203", "45.7037", "43.0729", "28.3437"
Best possible,,, "01:35.7650", "26.5650", "41.6250", "27.5750"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Rivers"
"1 ", rss_formula_rss_supreme, no,"0", "02:07.3770", "50.9850", "44.6170", "31.7750",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:36.7630", "26.8290", "42.2730", "27.6610",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:36.3780", "26.6720", "41.9670", "27.7390",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:36.1820", "26.7520", "42.0160", "27.4140",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "04:19.2920", "188.8360", "42.5380", "27.9180",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.2670", "26.7680", "41.9540", "27.5450",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.1830", "26.6940", "41.9120", "27.5770",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:35.9760", "26.6800", "41.8950", "27.4010",  "F:S - R:S",     "0 ",  
Average,,,"02:00.5523", "50.0270", "42.3965", "28.1288"
Best possible,,, "01:35.9680", "26.6720", "41.8950", "27.4010"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
"1 ", rss_formula_rss_supreme, no,"0", "05:16.3770", "243.0000", "44.3150", "29.0620",  "F:S - R:S",     "3  (0s e.t. <>  0s gain) ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:36.3670", "26.9100", "41.8050", "27.6520",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:36.0580", "26.7810", "41.6150", "27.6620",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "02:51.3290", "94.9560", "43.8970", "32.4760",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
"5 ", rss_formula_rss_supreme, no,"0", "03:26.1020", "121.9620", "45.3680", "38.7720",  "F:S - R:S",     "2  (0s e.t. <>  0s gain) ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.2120", "26.9940", "41.5170", "27.7010",  "F:S - R:S",     "0 ",  
Average,,,"02:43.7409", "90.1005", "43.0862", "30.5542"
Best possible,,, "01:35.9500", "26.7810", "41.5170", "27.6520"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"tangentclamp600"
"1 ", rss_formula_rss_supreme, no,"0", "12:13.3520", "663.3060", "42.1190", "27.9270",  "F:S - R:S",     "7  (0s e.t. <>  0s gain) ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:36.5860", "26.8580", "42.0940", "27.6340",  "F:S - R:S",     "0 ",  
Average,,,"06:54.9690", "345.0820", "42.1065", "27.7805"
Best possible,,, "01:36.5860", "26.8580", "42.0940", "27.6340"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", rss_formula_rss_supreme, no,"0", "02:20.3320", "66.7340", "44.0200", "29.5780",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:38.6680", "26.8880", "43.4980", "28.2820",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:37.6600", "26.8260", "42.6230", "28.2110",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "03:47.5530", "156.0070", "43.3890", "28.1570",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:37.4830", "26.8650", "42.5470", "28.0710",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:37.0520", "26.8250", "42.3500", "27.8770",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "02:16.6860", "65.0640", "43.1590", "28.4630",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"02:07.9191", "56.4584", "43.0837", "28.3770"
Best possible,,, "01:37.0520", "26.8250", "42.3500", "27.8770"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
"1 ", rss_formula_rss_supreme, no,"0", "02:01.8890", "45.8620", "44.1670", "31.8600",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:40.2440", "27.4120", "43.9970", "28.8350",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:54.2380", "42.5080", "42.9980", "28.7320",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:40.2020", "27.4730", "43.3800", "29.3490",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:39.9120", "27.3440", "43.4520", "29.1160",  "F:S - R:S",     "0 ",  
Average,,,"01:47.2970", "34.1198", "43.5988", "29.5784"
Best possible,,, "01:39.0740", "27.3440", "42.9980", "28.7320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"gameymanager209"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"whittleyoon"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright9"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bama22x"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Neeun_JTS3"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nahteyue"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"shinywaffles"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Qualify best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "01:33.8030", ""
"jack0li", "rss_formula_rss_supreme", "01:34.0370", "0.234"
"jack0li", "rss_formula_rss_supreme", "01:34.4800", "0.677"
"jack0li", "rss_formula_rss_supreme", "01:35.0950", "1.292"
"chichkodibel", "rss_formula_rss_supreme", "01:35.2330", "1.43"
"chichkodibel", "rss_formula_rss_supreme", "01:35.2770", "1.474"
"novic", "rss_formula_rss_supreme", "01:35.3140", "1.511"
"M. Wasik", "rss_formula_rss_supreme", "01:35.3190", "1.516"
"novic", "rss_formula_rss_supreme", "01:35.3420", "1.539"
"M. Wasik", "rss_formula_rss_supreme", "01:35.3610", "1.558"
"novic", "rss_formula_rss_supreme", "01:35.3650", "1.562"
"M. Wasik", "rss_formula_rss_supreme", "01:35.4440", "1.641"
"novic", "rss_formula_rss_supreme", "01:35.5810", "1.778"
"M. Wasik", "rss_formula_rss_supreme", "01:35.6360", "1.833"
"chichkodibel", "rss_formula_rss_supreme", "01:35.7050", "1.902"
"novic", "rss_formula_rss_supreme", "01:35.7090", "1.906"
"chichkodibel", "rss_formula_rss_supreme", "01:35.7280", "1.925"
"chichkodibel", "rss_formula_rss_supreme", "01:35.8820", "2.079"
"chichkodibel", "rss_formula_rss_supreme", "01:35.9130", "2.11"
"66rosso66", "rss_formula_rss_supreme", "01:35.9550", "2.152"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "01:33.8030", ""
"chichkodibel", "rss_formula_rss_supreme", "01:35.2330", "1.43"
"novic", "rss_formula_rss_supreme", "01:35.3140", "1.511"
"M. Wasik", "rss_formula_rss_supreme", "01:35.3190", "1.516"
"66rosso66", "rss_formula_rss_supreme", "01:35.9550", "2.152"
"Josh Rivers", "rss_formula_rss_supreme", "01:35.9760", "2.173"
"cndelta", "rss_formula_rss_supreme", "01:36.0580", "2.255"
"tangentclamp600", "rss_formula_rss_supreme", "01:36.5860", "2.783"
"Tareek", "rss_formula_rss_supreme", "01:37.0520", "3.249"
"potatolad165", "rss_formula_rss_supreme", "01:39.9120", "6.109"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"M. Wasik", "rss_formula_rss_supreme", "99.83%  0.1613",
"cndelta", "rss_formula_rss_supreme", "99.76%  0.2315",
"novic", "rss_formula_rss_supreme", "99.63%  0.3522",
"Josh Rivers", "rss_formula_rss_supreme", "99.61%  0.3786",
"chichkodibel", "rss_formula_rss_supreme", "99.58%  0.3987",
"jack0li", "rss_formula_rss_supreme", "99.22%  0.7343",
"Tareek", "rss_formula_rss_supreme", "99.09%  0.885",
"66rosso66", "rss_formula_rss_supreme", "97.89%  2.024",
"potatolad165", "rss_formula_rss_supreme", "95.01%  4.9827",
"tangentclamp600", "rss_formula_rss_supreme", "-",
"gameymanager209", "rss_formula_rss_supreme", "-",
"whittleyoon", "rss_formula_rss_supreme", "-",
"bright9", "rss_formula_rss_supreme", "-",
"bama22x", "rss_formula_rss_supreme", "-",
"Neeun_JTS3", "rss_formula_rss_supreme", "-",
"Nahteyue", "rss_formula_rss_supreme", "-",
"shinywaffles", "rss_formula_rss_supreme", "-",
"Moskito1116", "rss_formula_rss_supreme", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "26.1780", "-"
"M. Wasik", "rss_formula_rss_supreme", "26.5220", "0.3440"
"chichkodibel", "rss_formula_rss_supreme", "26.5480", "0.3700"
"novic", "rss_formula_rss_supreme", "26.5630", "0.3850"
"66rosso66", "rss_formula_rss_supreme", "26.5650", "0.3870"
"Josh Rivers", "rss_formula_rss_supreme", "26.6720", "0.4940"
"cndelta", "rss_formula_rss_supreme", "26.7810", "0.6030"
"Tareek", "rss_formula_rss_supreme", "26.8250", "0.6470"
"tangentclamp600", "rss_formula_rss_supreme", "26.8580", "0.6800"
"potatolad165", "rss_formula_rss_supreme", "27.3440", "1.1660"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "40.7880", "-"
"novic", "rss_formula_rss_supreme", "41.3240", "0.5360"
"chichkodibel", "rss_formula_rss_supreme", "41.3600", "0.5720"
"M. Wasik", "rss_formula_rss_supreme", "41.4720", "0.6840"
"cndelta", "rss_formula_rss_supreme", "41.5170", "0.7290"
"66rosso66", "rss_formula_rss_supreme", "41.6250", "0.8370"
"Josh Rivers", "rss_formula_rss_supreme", "41.8950", "1.1070"
"tangentclamp600", "rss_formula_rss_supreme", "42.0940", "1.3060"
"Tareek", "rss_formula_rss_supreme", "42.3500", "1.5620"
"potatolad165", "rss_formula_rss_supreme", "42.9980", "2.2100"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"jack0li", "rss_formula_rss_supreme", "26.8370", "-"
"chichkodibel", "rss_formula_rss_supreme", "27.1750", "0.3380"
"M. Wasik", "rss_formula_rss_supreme", "27.2020", "0.3650"
"novic", "rss_formula_rss_supreme", "27.2920", "0.4550"
"Josh Rivers", "rss_formula_rss_supreme", "27.4010", "0.5640"
"66rosso66", "rss_formula_rss_supreme", "27.5750", "0.7380"
"tangentclamp600", "rss_formula_rss_supreme", "27.6340", "0.7970"
"cndelta", "rss_formula_rss_supreme", "27.6520", "0.8150"
"Tareek", "rss_formula_rss_supreme", "27.8770", "1.0400"
"potatolad165", "rss_formula_rss_supreme", "28.7320", "1.8950"


Qualify incidents
'======================
Date, Incident, Worth reviewing
"", "M. Wasik reported contact with another vehicle tangentclamp600. Impact speed: 15.12313",
"", "tangentclamp600 reported contact with another vehicle M. Wasik. Impact speed: 23.252514",
"", "tangentclamp600 reported contact with environment. Impact speed: 10.749429",
"", "cndelta reported contact with environment. Impact speed: 25.676796",
"", "potatolad165 reported contact with environment. Impact speed: 24.527452",
"", "potatolad165 reported contact with another vehicle tangentclamp600. Impact speed: 191.01463",
"", "tangentclamp600 reported contact with another vehicle potatolad165. Impact speed: 182.19785",
"", "jack0li reported contact with another vehicle potatolad165. Impact speed: 9.5918865",
"", "potatolad165 reported contact with another vehicle jack0li. Impact speed: 13.786158",
"", "tangentclamp600 reported contact with environment. Impact speed: 101.06246",
"", "chichkodibel reported contact with environment. Impact speed: 49.568645",
"", "cndelta reported contact with environment. Impact speed: 90.971794",

Qualify cuts
'======================
Date, Lap e.t., Lap, Driver, Cut Time, Time skipped
"", "00:00", "6", "jack0li", "", ""
"", "00:00", "7", "chichkodibel", "", ""
"", "00:00", "8", "chichkodibel", "", ""
"", "00:00", "7", "novic", "", ""
"", "00:00", "2", "M. Wasik", "", ""
"", "00:00", "3", "M. Wasik", "", ""
"", "00:00", "1", "66rosso66", "", ""
"", "00:00", "4", "66rosso66", "", ""
"", "00:00", "1", "cndelta", "", ""
"", "00:00", "1", "cndelta", "", ""
"", "00:00", "1", "cndelta", "", ""
"", "00:00", "4", "cndelta", "", ""
"", "00:00", "5", "cndelta", "", ""
"", "00:00", "5", "cndelta", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "1", "tangentclamp600", "", ""
"", "00:00", "7", "Tareek", "", ""






'+++++++++++++++++++++
Race
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "ks_silverstone, gp"
Winner, "M. Wasik"
Led most laps, "M. Wasik"
Best lap, "M. Wasik (01:35.7960)"
Lasted laps, "26"
Host, "Unknown"


Race result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "rss_formula_rss_supreme", "M. Wasik", "26", "    42:34.2360", "01:35.7960", "98.73%", "19", "0", 
"2",  "", "MackaLaren Racing", "rss_formula_rss_supreme", "jack0li", "26", "  '+00:00.4620", "01:35.8620", "98.53%", "7", "0", 
"3",  "", "", "rss_formula_rss_supreme", "Josh Rivers", "26", "  '+00:32.4120", "01:37.4280", "98.08%", "0", "0", 
"4",  "", "SuperAssBeater", "rss_formula_rss_supreme", "tangentclamp600", "26", "  '+01:03.0790", "01:36.0720", "97.27%", "0", "0", 
"5",  "", "", "rss_formula_rss_supreme", "Tareek", "26", "  '+01:09.6310", "01:37.6680", "97.85%", "0", "0", 
"6",  "", "", "rss_formula_rss_supreme", "Neeun_JTS3", "25", "  '+01:51.8470", "01:39.3200", "96.99%", "0", "0", 
"7",  "", "The Balkan Terrorists", "rss_formula_rss_supreme", "chichkodibel", "25", "  '+02:11.1850", "01:36.7880", "96.07%", "0", "0", 
"8",  "", " The Balkan Terrorists", "rss_formula_rss_supreme", "66rosso66", "24", "  '+00:53.2750", "01:37.3620", "97.18%", "0", "0", 
"9",  "", "", "rss_formula_rss_supreme", "novic", "16", "  '+00:32.6100", "01:36.8420", "97.98%", "0", "0", 
"10",  "", "", "rss_formula_rss_supreme", "cndelta", "2", " ", "01:37.5250", "-", "0", "0", 
"11",  "", " Backmarkers HQ", "rss_formula_rss_supreme", "potatolad165", "1", " ", "01:50.8850", "-", "0", "0", 
"12",  "", " SuperAssBeater", "rss_formula_rss_supreme", "GuardrailHitter", "0", " DNF", "-", "-", "0", "0", 
"13",  "", "Backmarkers HQ", "rss_formula_rss_supreme", "whittleyoon", "0", " DNF", "-", "-", "0", "0", 
"14",  "", "MackaLaren Racing", "rss_formula_rss_supreme", "bright9", "0", " DNF", "-", "-", "0", "0", 
"15",  "", "Messi Goat Racing", "rss_formula_rss_supreme", "bama22x", "0", " DNF", "-", "-", "0", "0", 
"16",  "", "SlowAF", "rss_formula_rss_supreme", "Nahteyue", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "FAT Sim Racing", "rss_formula_rss_supreme", "shinywaffles", "0", " DNF", "-", "-", "0", "0", 
"18",  "", "", "rss_formula_rss_supreme", "Moskito1116", "0", " DNF", "-", "-", "0", "0", 


Race laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"M. Wasik"
"1 ", rss_formula_rss_supreme, no,"0", "01:45.6900", "33.1180", "42.9800", "29.5920",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:37.0420", "26.9630", "42.2280", "27.8510",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:37.1920", "26.8210", "42.1870", "28.1840",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:36.9900", "26.8530", "42.2770", "27.8600",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:36.5610", "26.6580", "41.9350", "27.9680",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.9380", "27.0310", "42.2420", "27.6650",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.5730", "26.7140", "42.0490", "27.8100",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:36.7770", "26.8150", "42.1920", "27.7700",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:36.9970", "27.0080", "42.1030", "27.8860",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:36.7640", "26.7890", "42.1520", "27.8230",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:36.6090", "26.7460", "42.1560", "27.7070",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:37.0240", "26.8820", "42.3460", "27.7960",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:36.8720", "26.7990", "42.2810", "27.7920",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:36.6580", "26.7460", "42.2230", "27.6890",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:36.6430", "26.8520", "42.0800", "27.7110",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:36.1800", "26.5870", "41.9360", "27.6570",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:36.6100", "26.7120", "42.1650", "27.7330",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:44.5500", "26.8080", "42.1560", "35.5860",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "02:01.4720", "52.0740", "41.9490", "27.4490",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:35.8980", "26.7420", "41.5840", "27.5720",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:35.7960", "26.7290", "41.6840", "27.3830",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:35.8270", "26.5670", "41.6260", "27.6340",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:36.1930", "26.5150", "42.2960", "27.3820",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:36.5310", "26.4930", "41.9660", "28.0720",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:36.6230", "26.7020", "41.9810", "27.9400",  "F:S - R:S",     "0 ",  
"26 ", rss_formula_rss_supreme, no,"0", "01:37.2880", "26.7240", "42.4700", "28.0940",  "F:S - R:S",     "0 ",  
Average,,,"01:38.2423", "27.9788", "42.1248", "28.1387"
Best possible,,, "01:35.4590", "26.4930", "41.5840", "27.3820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"jack0li"
"1 ", rss_formula_rss_supreme, no,"0", "01:41.5160", "31.9010", "41.9580", "27.6570",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:48.4660", "26.9080", "51.9120", "29.6460",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:37.0030", "26.8440", "41.8720", "28.2870",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:37.7090", "27.1590", "42.0660", "28.4840",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:36.9780", "26.7240", "42.6140", "27.6400",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.5070", "26.7250", "41.8270", "27.9550",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.0030", "26.6570", "41.7560", "27.5900",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:36.1510", "26.7210", "41.7410", "27.6890",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:35.9810", "26.6320", "41.6200", "27.7290",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:35.8620", "26.6150", "41.6530", "27.5940",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:36.0840", "26.6570", "41.7510", "27.6760",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:35.9710", "26.6310", "41.7680", "27.5720",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:36.2070", "26.7170", "41.8240", "27.6660",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:36.5290", "26.3380", "42.0970", "28.0940",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:36.5580", "26.8980", "41.8670", "27.7930",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:42.0050", "26.4140", "41.8280", "33.7630",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "02:00.0890", "50.3300", "41.9220", "27.8370",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:36.0330", "26.3540", "41.7870", "27.8920",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:35.9040", "26.3880", "41.7730", "27.7430",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:36.7310", "26.7560", "42.0220", "27.9530",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:36.1590", "26.3270", "41.9310", "27.9010",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:36.1100", "26.4590", "41.8500", "27.8010",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:36.4150", "26.5430", "42.0030", "27.8690",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:36.8990", "26.6460", "42.3180", "27.9350",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:37.6980", "26.7870", "42.8440", "28.0670",  "F:S - R:S",     "0 ",  
"26 ", rss_formula_rss_supreme, no,"0", "01:37.1230", "26.7840", "42.5510", "27.7880",  "F:S - R:S",     "0 ",  
Average,,,"01:38.2574", "27.7660", "42.3521", "28.1393"
Best possible,,, "01:35.5190", "26.3270", "41.6200", "27.5720"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Rivers"
"1 ", rss_formula_rss_supreme, no,"0", "01:46.0800", "33.7460", "43.9650", "28.3690",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:38.7110", "27.1710", "43.0240", "28.5160",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:38.4000", "27.2630", "42.7330", "28.4040",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:38.7110", "27.7290", "42.6770", "28.3050",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:37.4280", "27.1370", "42.3770", "27.9140",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:38.2750", "27.0760", "43.0830", "28.1160",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:38.0960", "27.1950", "42.8800", "28.0210",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:38.1830", "27.0470", "42.8990", "28.2370",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:38.0170", "27.1280", "42.6920", "28.1970",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:42.8530", "27.1360", "42.8220", "32.8950",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:53.8920", "43.0530", "42.7540", "28.0850",  "F:S - R:S",     "0 ",  
